cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
4402,"Richmond",116256,21,"Kentucky","KY",81.77048,82.21354,84.40715,84.85924,86.82514,87.14953,86.71973,86.95845,75.37511,75.86317,80.31483,80.79649,81.94527,82.36783,85.83968,86.06413,.5690904,.5519818,.7120005,.6790325,.8279817,.7855369,1.318281,1.273792,.4304723,.4358215,.6203263,.6024337,.7643416,.7419437,.9239854,.8908519,85441,75485,62674,36411,78943,76377,61221,34434
4501,"West Liberty",49887,21,"Kentucky","KY",80.97803,81.42636,84.03428,84.44851,82.87183,83.3398,90.1973,90.29643,76.37959,76.8214,79.03305,79.52058,81.9547,82.34706,90.16053,90.22201,.9393978,.9107059,1.350628,1.291032,1.713947,1.654339,1.75342,1.676284,.62956,.6207662,1.066493,1.04471,1.519341,1.474652,1.858555,1.789359,38131,25957,16878,5982,39462,26665,16327,4537
4502,"Hazard",117919,21,"Kentucky","KY",80.95499,81.42979,83.63519,84.07861,83.92758,84.3499,83.94932,84.25745,74.36175,74.85077,79.32292,79.77242,83.79958,84.14099,85.4427,85.65167,.6109645,.5885398,.8760552,.84044,1.03441,.9917105,1.526614,1.477651,.3993407,.4009912,.6717961,.6555257,.8874539,.8540611,1.212466,1.165685,86390,59212,50625,22721,83798,60120,52441,21764
4601,"Campbellsville",83451,21,"Kentucky","KY",82.56792,83.00993,85.27093,85.62296,86.24111,86.63326,83.81679,84.28172,77.54767,78.02575,80.51482,80.92023,82.87328,83.30968,84.21783,84.58202,.5528839,.5320403,.8319981,.7957971,1.197815,1.143444,2.19964,2.160819,.4726485,.4717131,.677711,.6600492,1.021202,.9833811,1.530603,1.475661,76001,60141,36130,13631,75783,58768,33000,12666
4602,"Somerset",123981,21,"Kentucky","KY",81.42236,81.8471,85.2179,85.56774,86.27715,86.6084,87.00577,87.38483,75.8659,76.33538,80.14359,80.5817,84.59053,84.89868,84.14171,84.49732,.4974721,.481878,.6512633,.6216945,.9091023,.8651156,1.501029,1.423241,.372947,.3771286,.536068,.5308502,.7809473,.7555035,1.180662,1.13408,113156,83333,53049,23560,111904,83449,49201,21822
4701,"Greenwood",84168,28,"Mississippi","MS",81.35426,82.83258,84.4827,85.37383,85.91556,86.47157,85.48279,85.79294,75.14246,76.83759,79.00583,80.08637,80.87898,81.5486,85.31517,85.58056,.6665002,.6609603,.8451945,.8058985,.9556671,.9091916,1.493425,1.449955,.521349,.5428284,.6789661,.6702563,1.011408,.9924403,1.157639,1.127699,73442,42530,30383,18632,62296,43739,28305,16913
4702,"Clarksdale",141711,28,"Mississippi","MS",80.59641,82.06542,83.56349,84.23576,83.76631,84.34048,85.65585,86.23062,74.11063,75.7625,77.92406,78.72115,81.45834,82.02045,83.64945,84.21135,.5206814,.5249165,.6870179,.6692649,.8531098,.8259316,1.13782,1.085087,.4103829,.4300053,.5273618,.5278801,.7267799,.7141823,.8862776,.8505818,117739,73698,51760,36671,100900,73600,49256,33108
4800,"Greenville",146833,28,"Mississippi","MS",79.1837,81.06393,81.45524,82.60555,83.9884,84.84216,86.39176,86.72421,74.49367,76.54724,76.95411,78.1574,80.10722,80.95879,83.68298,84.13822,.5055037,.5567377,.7223336,.7164038,.913057,.8827154,1.312657,1.277307,.3893974,.4358796,.5805717,.5922649,.8047503,.8037843,.9725202,.9466954,128193,62406,39871,28522,103471,59090,37195,25733
4901,"Jackson",198166,47,"Tennessee","TN",81.49813,82.49026,84.65144,85.26778,86.45152,86.86389,87.89236,88.29622,74.4382,75.56181,79.27813,80.00167,82.96279,83.43845,83.71738,84.24494,.4098788,.399213,.4673932,.449845,.5710455,.5477113,.7013444,.6605725,.3286498,.3366479,.4260904,.4200791,.485399,.4730817,.7751825,.7484974,153823,141794,115130,68308,135494,135420,108925,63403
4902,"Dyersburg",92131,47,"Tennessee","TN",80.63217,81.68905,83.52285,84.09667,83.16705,83.77529,86.82349,87.15985,74.28646,75.48866,78.5377,79.18015,82.31761,82.84579,84.07239,84.44588,.6427944,.6261103,.7321504,.7050541,1.070897,1.037721,1.258257,1.203594,.462862,.4702894,.6236421,.6176334,.7976682,.7772288,1.241451,1.205952,74841,60023,42814,20998,65246,62154,41395,19222
4903,"Lexington",44884,47,"Tennessee","TN",79.52905,80.19547,83.91751,84.25496,85.2287,85.65186,87.9062,88.14037,73.82149,74.48363,79.12882,79.52415,81.25505,81.72272,83.99239,84.32403,.7695633,.7412632,.855318,.8204702,1.179556,1.120424,1.527839,1.45467,.5568333,.5624825,.7190866,.702965,1.065783,1.037581,1.671679,1.620835,37256,34296,25433,10070,36247,35250,24036,8845
5000,"Tupelo",197774,28,"Mississippi","MS",82.04327,82.94463,84.48718,85.04077,85.48328,85.92604,87.56765,87.87365,75.30046,76.36219,79.62389,80.25426,81.66232,82.16454,83.98142,84.39275,.4209129,.4081885,.465586,.4470433,.61414,.5897252,.7700715,.7369606,.3306141,.3379814,.4200127,.4137556,.5679557,.558952,.7740756,.7492522,170653,137914,111600,61497,151329,143064,107380,56972
5100,"Corinth",129508,28,"Mississippi","MS",82.19146,82.72881,83.80978,84.26039,86.53762,86.86728,86.961,87.32526,74.48341,75.11594,79.36528,79.8774,81.21366,81.63965,82.05742,82.521,.4689584,.4503223,.5848491,.5623824,.7669144,.7289069,1.089049,1.029028,.3446215,.3499555,.4795564,.4772128,.699886,.6881341,1.082746,1.056305,104030,85993,64691,29894,98786,89762,62766,26989
5201,"New Albany",54214,28,"Mississippi","MS",81.28369,82.09736,85.74264,86.09608,86.48322,86.93614,88.49231,88.80602,75.39566,76.32841,79.48953,79.94173,80.87347,81.46767,82.53667,83.04652,.7455307,.7167776,.8921743,.8587116,1.190973,1.130511,1.695605,1.598128,.581551,.5801882,.8008047,.7887135,1.050028,1.031504,1.81643,1.764442,42705,37315,27685,10651,42696,39730,26611,9557
5202,"Memphis",1154338,47,"Tennessee","TN",80.17076,81.76344,82.5399,83.4748,84.7338,85.34232,86.68909,87.0097,73.72847,75.44589,78.08315,79.08082,80.70297,81.38728,84.16654,84.55984,.1960063,.2533401,.2194237,.2360844,.2413523,.2430792,.2728683,.2681209,.14959,.20073,.1962093,.2158668,.211986,.2154315,.2518848,.2471273,840325,778164,644835,652509,706546,653447,604320,625190
5300,"West Memphis",138746,5,"Arkansas","AR",79.67468,81.22623,81.3969,82.34429,82.72678,83.32088,84.2698,84.81688,73.57935,75.23024,78.22312,79.16825,80.82288,81.40695,82.69622,83.23717,.477011,.4911736,.6300798,.6215018,.8941709,.8710635,1.257969,1.21419,.3617919,.3821952,.5304842,.5289139,.7110987,.6990649,.9434066,.9109555,119057,75454,51778,30843,97203,72875,48858,27677
5401,"Bowling Green",164944,21,"Kentucky","KY",80.58334,81.07095,83.46906,83.95745,84.08366,84.51517,87.19898,87.47662,75.54527,76.06598,79.56294,80.09383,81.7823,82.23142,85.04113,85.35795,.4520013,.4408632,.5277865,.5050838,.6851548,.656499,.8203851,.7815269,.3659186,.3653368,.4478684,.4404075,.5990835,.5844839,.7517847,.7179376,119381,120373,105705,64333,112059,118649,103875,61857
5402,"Glasgow",92394,21,"Kentucky","KY",82.73634,83.21786,84.88019,85.29196,86.38425,86.74438,86.38367,86.68988,75.6424,76.19881,79.483,79.93374,82.68961,83.10852,84.07647,84.40538,.5433185,.5231503,.7440026,.7081566,1.053576,1.0029,1.390376,1.324553,.4074079,.4081908,.6022093,.590192,.938684,.9103211,1.31362,1.26892,82499,65255,41675,17560,81718,64757,39364,16103
5500,"Columbia",159374,47,"Tennessee","TN",80.75655,81.32071,83.90035,84.40249,85.40771,85.86022,86.21774,86.59589,74.55697,75.19592,79.3771,79.93051,81.68794,82.17009,83.03546,83.44207,.4583122,.4445005,.4899832,.4716853,.5970845,.5655416,.8265858,.7850934,.3428749,.346998,.4336397,.4298155,.5598211,.5485489,.743444,.7220802,125696,128456,124599,70655,115396,128557,123664,66615
5600,"Nashville",1246338,47,"Tennessee","TN",80.59987,81.35178,83.39198,83.83713,85.40198,85.80566,87.39199,87.67105,74.57572,75.36829,78.92744,79.4352,82.23696,82.67487,84.91911,85.23985,.1963107,.1951825,.2095462,.2088369,.226749,.2217099,.2484099,.2420591,.1462791,.1529703,.1754248,.1825725,.2021759,.2022213,.2400309,.233312,770092,913905,894973,853295,751322,821877,853376,826332
5700,"Tullahoma",130610,47,"Tennessee","TN",80.63718,81.15239,84.4408,84.81,86.0018,86.37096,86.54739,86.90289,74.26942,74.82136,79.17512,79.6379,82.37732,82.81536,83.03551,83.42764,.4993697,.4801613,.5351573,.5099043,.6547256,.6222841,.9763532,.9266171,.3669208,.3701047,.4884627,.4826034,.5892069,.572832,.8230819,.7978597,97714,93964,87610,49679,90574,95121,87339,45127
5800,"Dickson",138212,47,"Tennessee","TN",81.00285,81.57277,83.8149,84.28242,84.68225,85.04691,87.33133,87.64771,74.26092,74.8908,78.31168,78.84156,82.40282,82.78281,84.30891,84.63998,.4476818,.4326376,.5094819,.4901564,.6868115,.658153,.9195604,.8728589,.3374993,.3410707,.4025606,.398727,.5489815,.5308872,.7889081,.7561668,122940,108554,90442,43250,112351,112201,88313,39008
5900,"Clarksville",252059,47,"Tennessee","TN",80.94469,81.54773,82.37242,82.78426,83.9712,84.37529,85.5938,85.79376,73.30807,74.16708,78.85408,79.35873,81.79646,82.25433,83.44129,83.74734,.4264026,.415175,.4816676,.469063,.5768752,.5614191,.8142749,.7910622,.304449,.3143137,.3989106,.3942681,.477491,.4706309,.7697828,.751016,156497,161741,148802,77933,136161,166567,145808,71198
6000,"Huntsville",519583,1,"Alabama","AL",80.94334,81.68253,84.19948,84.74118,85.34699,85.68034,86.59895,86.8693,73.90121,74.78427,78.78333,79.41719,81.8215,82.23793,84.31803,84.65353,.2931444,.2865686,.3033769,.294607,.3342177,.3247752,.3563436,.344923,.2182705,.2306333,.2611141,.2672038,.2938579,.2915026,.3253916,.3171797,345482,333825,360948,407312,300734,315510,360019,394396
6100,"Gadsden",304068,1,"Alabama","AL",81.28684,81.85105,83.58862,84.00108,85.66109,86.03234,86.52354,86.83685,74.36991,74.96536,78.55674,79.01185,82.55694,82.95809,82.88923,83.27426,.3051838,.298516,.3649888,.3534343,.4606885,.4428339,.6824341,.6500875,.2204278,.230897,.2982064,.303074,.4376534,.4288811,.6267811,.6088552,266104,214921,172011,94307,243603,223291,165482,86070
6200,"Florence",230941,1,"Alabama","AL",81.75749,82.31197,84.94135,85.35533,85.80486,86.18881,87.17798,87.56849,74.19187,74.85625,79.74142,80.24168,82.33042,82.73843,83.2972,83.74457,.3511762,.3415525,.4176984,.3965779,.5484467,.5233737,.7344856,.6946923,.2768259,.2857276,.3635082,.3615436,.471159,.4628176,.6567112,.6329384,185777,157049,135497,79366,164840,160263,133158,73715
6301,"McMinnville",84309,47,"Tennessee","TN",80.95019,81.38151,83.31932,83.77686,86.40018,86.77731,85.72978,85.74768,74.73096,75.21806,79.61312,80.1067,81.75215,82.21865,84.03866,84.05117,.5301681,.5145199,.6588453,.6352968,.8574563,.8121603,1.414114,1.385908,.434319,.4339621,.5505057,.5456063,.7817125,.758167,1.440417,1.41897,75591,69726,47341,17768,74402,69692,44743,16204
6302,"Cookeville",98362,47,"Tennessee","TN",81.78905,82.20513,84.87939,85.17336,86.05848,86.36604,88.21989,88.36053,75.39968,75.86147,80.54263,80.90244,81.87032,82.27258,84.61078,84.87843,.5119545,.4938473,.6170905,.5902125,.7615914,.723402,1.099758,1.063488,.3846669,.3858916,.5693581,.5528722,.7646106,.7484129,1.071777,1.036878,88813,75799,56258,31388,85713,74308,52401,29076
6401,"Chattanooga",490863,47,"Tennessee","TN",81.04874,81.79962,84.37466,84.84708,86.11675,86.45837,87.48051,87.74902,74.43798,75.24698,79.22008,79.77496,81.8633,82.27557,85.01459,85.33331,.266383,.2618202,.3020401,.2939224,.3463306,.3353156,.4429313,.423636,.2055059,.2170141,.2659021,.2674534,.3203124,.3166302,.4319154,.4198938,367570,352041,313829,243742,321597,335549,298326,230739
6402,"Crossville",104194,47,"Tennessee","TN",82.92862,83.26232,85.53593,85.85549,86.08554,86.44524,86.88934,87.20582,76.16269,76.6091,80.93019,81.34844,83.7541,84.1104,84.71548,85.05492,.4921598,.4750318,.5536011,.5245553,.7564856,.718931,1.152841,1.097993,.3997771,.4000291,.4966026,.4876296,.6267226,.6103418,1.08252,1.041518,97063,83333,57610,28770,93010,80464,51600,24484
6501,"Ellijay",43254,13,"Georgia","GA",82.46007,82.8539,85.69794,85.98498,83.36601,83.86266,88.64995,88.7775,76.87202,77.29111,81.20583,81.6044,82.11468,82.50652,84.10737,84.30019,.7932084,.7569727,.8335339,.7909529,1.363642,1.319983,1.365019,1.311682,.6358736,.6285237,.8142086,.7893311,1.027245,.9917277,1.350077,1.313265,43321,32924,26218,16023,41196,32442,23681,13910
6502,"Cleveland",203077,47,"Tennessee","TN",81.66215,82.14851,83.71394,84.06538,85.03638,85.42602,87.44417,87.67237,75.16593,75.69003,79.71579,80.1153,82.58392,82.95066,82.84012,83.16969,.3652966,.3547086,.4534296,.439611,.5710363,.5476766,.7475328,.7152989,.2997754,.2997778,.3745228,.3716102,.4910665,.4776741,.7009888,.6857079,171677,157080,130559,73128,159358,160466,128691,67720
6600,"Rome",418304,13,"Georgia","GA",81.02445,81.51397,83.04108,83.47047,85.19751,85.56855,86.42044,86.70517,74.59527,75.07854,78.72424,79.15955,81.6461,82.01753,84.42505,84.69705,.2889637,.2842366,.3239671,.3108416,.3946896,.3787981,.5563619,.5308777,.2150365,.2246539,.2853684,.2867591,.36539,.3632327,.4842682,.4710736,324536,304434,252567,156228,307926,317688,247723,146639
6700,"Tampa",2395997,12,"Florida","FL",81.80251,81.79151,83.75962,83.76715,85.88612,85.93255,87.59945,87.67101,75.69363,75.80606,79.2416,79.34093,81.97653,82.121,84.71282,84.87391,.1180946,.1175874,.1398581,.1381046,.1684622,.1651451,.1833277,.1823308,.0922149,.0955377,.1268957,.1301343,.1573605,.1572116,.18391,.1811991,1869928,1801975,1484719,1294598,1834416,1588183,1361737,1261761
6800,"Lakeland",598228,12,"Florida","FL",81.64771,81.87005,83.57899,83.81287,85.12592,85.28162,87.124,87.3073,76.01133,76.28814,79.42159,79.69227,82.01932,82.2382,83.94991,84.20763,.2229416,.2172797,.2771958,.2697019,.3344877,.3259149,.4093221,.3941221,.1823635,.1841021,.2361016,.2347466,.2900877,.2839745,.4183473,.4069587,507137,437599,349606,219225,474814,428783,326966,196789
6900,"Sarasota",763795,12,"Florida","FL",82.42992,82.72157,84.94896,85.24242,86.6055,86.79463,87.69955,87.93578,76.63073,76.95525,80.57222,80.91578,83.14146,83.40366,85.6918,85.94949,.1973584,.1933923,.2107259,.2065805,.2284116,.225063,.2520359,.2433698,.1672552,.1707908,.2000824,.2032985,.2221999,.2200456,.2306966,.2271865,593208,601713,529541,478115,570930,528413,448725,411739
7000,"Miami",3955969,12,"Florida","FL",85.77335,84.18719,85.77322,84.19464,86.37329,85.0351,87.53514,86.58047,79.95514,78.26392,81.59457,80.02443,82.79321,81.49039,85.13638,84.25071,.0886247,.2879434,.1206299,.3096026,.1577711,.2956987,.1622401,.2537028,.0806134,.2400161,.1170538,.2446244,.15106,.2470937,.1439782,.2124236,3847299,2563889,1797427,1813041,3730914,2407826,1665873,1848922
7100,"Port St. Lucie",1533306,12,"Florida","FL",83.25587,83.33924,84.7633,84.83442,86.53693,86.64097,88.08517,88.23411,77.80811,77.99551,80.33458,80.47128,82.50043,82.66934,85.36884,85.56913,.1532845,.1524686,.1803004,.1762622,.1883435,.1847903,.1793329,.1766797,.1284152,.1308326,.1637151,.1635306,.2038496,.2000803,.1719818,.1688488,1163677,1053493,917982,1024857,1146581,961918,823407,956058
7200,"Cape Coral",692265,12,"Florida","FL",82.94083,83.02084,84.89836,84.99996,85.96761,86.17321,87.8187,88.03186,77.70027,77.81522,80.51325,80.61865,82.80091,83.03966,85.49449,85.73687,.2260382,.2202357,.2441356,.2390002,.2543346,.246956,.22797,.2220145,.183778,.1833132,.2184519,.2192749,.2383267,.2359003,.2200972,.2152987,568414,543342,479514,512960,575188,506333,417972,442925
7300,"Palm Bay",589177,12,"Florida","FL",82.21374,82.45427,83.96895,84.27354,85.99952,86.18813,87.57346,87.67741,75.95181,76.35181,79.80987,80.19399,81.98723,82.29797,84.72688,84.94899,.237465,.2305942,.2762163,.2684944,.283274,.2759851,.3078874,.2996747,.2005207,.2023556,.243571,.244589,.2843552,.2784613,.3088111,.3029281,458011,435899,421004,380640,419516,402541,407911,356504
7400,"Orlando",1697906,12,"Florida","FL",83.43519,83.03199,85.28629,84.98369,86.43565,86.27686,87.92866,87.85144,77.72795,77.45302,80.78519,80.59419,83.16819,83.10722,85.20345,85.24389,.156802,.1754738,.1704581,.1786833,.1973537,.1984017,.2306319,.2301861,.1269887,.1343243,.1597364,.1610963,.1881173,.1873464,.2216312,.2188773,1461891,1299133,1079250,968793,1367643,1204760,1015508,957154
7500,"Deltona",563598,12,"Florida","FL",81.86224,82.05773,84.50458,84.68605,84.97769,85.27384,86.79372,86.98512,75.91967,76.23561,80.02187,80.26525,82.1313,82.45866,84.48045,84.73893,.2271641,.2212901,.2623296,.2537185,.339718,.3285441,.3930953,.3795289,.1752962,.1771256,.2387366,.2372491,.2944121,.2896538,.371152,.3593191,516141,448431,361211,239579,479750,411844,327929,217798
7600,"Jacksonville",1176696,12,"Florida","FL",81.23219,81.83001,83.80164,84.1703,85.42469,85.61979,87.89559,88.01257,74.77642,75.53857,79.25343,79.72582,81.95428,82.26869,84.97707,85.21135,.1792335,.1838299,.2218301,.2185124,.2296388,.2263998,.2362209,.2323481,.1499867,.1552446,.1849393,.1862494,.2055774,.206631,.2327068,.2267019,843457,856963,832519,756583,777993,791124,811579,726408
7700,"Lake City",149695,12,"Florida","FL",81.04134,81.76962,83.46056,83.93798,84.64468,85.03031,88.30836,88.45797,75.34753,76.13377,79.11589,79.61816,80.62545,81.07696,85.05901,85.29347,.456706,.4409906,.5705549,.547231,.7411019,.711591,.8232517,.7943255,.3766277,.3744672,.4742769,.4698218,.6184673,.6085454,.8675983,.8429217,130451,99057,75921,39373,117183,102048,72824,35479
7800,"Ocala",377001,12,"Florida","FL",82.03883,82.31426,84.35173,84.51233,85.65807,85.93539,86.93201,87.1238,76.011,76.38272,79.96626,80.20357,82.57302,82.88994,84.0159,84.2972,.2484579,.2430245,.3030736,.2957226,.3943536,.3806241,.4889796,.4706543,.2013544,.2058167,.2569557,.2524117,.3466843,.3387477,.4766021,.463159,375595,307308,229196,139287,330534,273421,194668,121606
7900,"Gainesville",320199,12,"Florida","FL",81.07991,81.61842,84.58207,84.90679,86.28764,86.58581,88.5108,88.63374,75.81612,76.47482,79.89777,80.32828,83.02361,83.38422,86.21571,86.44444,.3526984,.3459114,.410271,.3981527,.534333,.5115795,.5494702,.5345799,.2877447,.2901237,.377273,.3716964,.4587497,.4450867,.4664884,.4491915,217260,201119,170226,141975,206686,177406,154642,131919
8000,"Sumter",209914,45,"South Carolina","SC",82.19497,83.51994,83.56847,84.49313,84.41534,85.05228,86.85781,87.25257,74.36452,75.97723,79.11443,80.08405,81.68105,82.35333,83.46947,83.96557,.4035787,.4175857,.5313329,.5111172,.6093069,.5899618,.8081647,.7737226,.2884376,.3211139,.4337287,.4349588,.5279462,.5150625,.7205201,.700869,192652,137104,111447,67400,155974,134553,106821,60996
8100,"Columbia",722201,45,"South Carolina","SC",81.17915,82.45307,84.73566,85.43101,85.87826,86.35558,87.54485,87.83957,74.74338,76.22108,79.54644,80.37685,82.666,83.22131,84.50887,84.8818,.2284111,.2519936,.266033,.262297,.3034448,.2960725,.3398315,.3273295,.1953616,.2226309,.2353004,.2406507,.2682768,.265138,.3152019,.3096066,562335,498503,451223,388821,462555,449135,426914,363806
8201,"Barnwell",72733,45,"South Carolina","SC",81.30489,82.87388,84.33861,85.36946,82.40554,83.18997,86.3423,86.84751,74.14406,75.94806,78.61842,79.73291,81.3602,82.1144,84.29031,84.82342,.6334907,.6358473,.842417,.8042399,1.33218,1.297109,1.638217,1.566921,.4771903,.5061527,.7387912,.7360168,1.043642,1.021169,1.385248,1.334086,73299,41283,29123,15987,58907,42381,29560,14303
8202,"Charleston",587297,45,"South Carolina","SC",81.98486,83.16964,83.89353,84.50886,86.12589,86.56621,87.5694,87.84663,75.24699,76.62891,79.90146,80.60786,82.60699,83.13537,85.43903,85.77872,.261724,.275356,.3157911,.3086649,.3152096,.3053914,.363661,.3496716,.2101289,.23025,.2757425,.2716323,.3156363,.307418,.336013,.325634,458764,391785,369830,340194,367423,363378,356243,322048
8300,"Greenville",894291,45,"South Carolina","SC",81.30858,82.1107,84.71391,85.20959,86.21271,86.59641,88.01358,88.24871,74.68918,75.58492,79.78529,80.35664,82.86525,83.29803,85.20142,85.50068,.1973922,.2006432,.2153401,.2073475,.2511868,.2425014,.2956179,.2876761,.1479203,.1624346,.1985648,.204625,.2392909,.2407651,.2675065,.2641859,670320,632039,572325,470778,597178,603672,557332,446211
8401,"Augusta",525842,13,"Georgia","GA",81.19353,82.38327,83.47501,84.11776,84.99268,85.48756,87.74974,87.9733,74.19289,75.60674,78.43487,79.16807,81.98602,82.56083,84.34475,84.69566,.2646568,.2738165,.3202029,.3207935,.3674185,.3552349,.3798283,.3692536,.2217882,.2425516,.2716024,.2805016,.3355497,.331438,.3970332,.3865185,417105,319100,308756,274498,318462,301195,304035,256891
8402,"Washington",35518,13,"Georgia","GA",81.22971,82.53435,82.79736,83.38482,86.47193,86.95918,88.77979,89.14468,75.46799,76.94126,78.85146,79.45123,83.83153,84.34596,85.25835,85.72091,.9062557,.8842118,1.231918,1.208841,1.323361,1.26365,1.18753,1.111313,.6906607,.6942026,.9061275,.8978259,1.175373,1.138765,1.201264,1.145446,34391,20064,16169,17311,28229,22049,15452,14729
8501,"Fitzgerald",27415,13,"Georgia","GA",82.49769,83.54179,84.37859,85.00088,84.02164,84.48811,85.00204,85.41732,73.71056,74.9819,78.07791,78.82635,79.46262,79.9854,84.32249,84.75851,1.113635,1.069309,1.490774,1.431382,1.908018,1.841945,3.206986,3.132279,.7536088,.7652984,1.156276,1.141248,1.474185,1.457535,1.89039,1.825573,25091,14685,10553,6045,21658,15373,10141,5313
8502,"Cordele",42098,13,"Georgia","GA",80.72105,81.89282,82.1234,83.03971,85.08961,85.56712,87.60488,87.90633,73.0349,74.48084,79.1079,80.04096,81.40781,81.8701,83.28297,83.65795,.8907679,.8814304,1.175068,1.137441,1.346434,1.289847,1.967127,1.904392,.5802861,.5983427,.9281467,.9134322,1.170507,1.142725,1.867712,1.836798,43878,23181,18886,11352,35690,24494,17828,9891
